"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-09-01,Water,251311,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-08-01,Water,259709,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-07-01,Water,245962,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-04-01,Water,224953,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-02-01,Water,95700,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-01-01,Water,79670,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-01-01,Water,79670,BBL,2550,3000,"Way, Vida M."
"=""35037236010000""",Corbin,1a,"Holloway David A",OK,Creek,2016-05-01,Water,0,BBL,1892,1932,Corbin
"=""35037236250000""","Kdsu (tiger #3)",W-2,"Cornelius Oil Inc",OK,Creek,2016-08-01,Water,224,BBL,2685,2699,"Kdsu (tiger #3)"
"=""35037236250000""","Kdsu (tiger #3)",W-2,"Cornelius Oil Inc",OK,Creek,2016-01-01,Water,0,BBL,2685,2699,"Kdsu (tiger #3)"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-12-01,Water,233909,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-11-01,Water,217059,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-07-01,Water,201142,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-06-01,Water,203341,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-04-01,Water,182869,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-01-01,Water,136927,BBL,2590,3050,"Vance, Ben"
"=""35037238100000""",Hawk,1,"Earnhardt William R Company",OK,Creek,2016-05-01,Water,1800,BBL,2552,3050,Hawk
"=""35037238100000""",Hawk,1,"Earnhardt William R Company",OK,Creek,2016-02-01,Water,1800,BBL,2552,3050,Hawk
"=""35037237910000""",Mcanulty,1,"Pinnacle Operating Company Llc",OK,Creek,2016-10-01,Water,0,BBL,2826,2854,Mcanulty
"=""35037237910000""",Mcanulty,1,"Pinnacle Operating Company Llc",OK,Creek,2016-04-01,Water,0,BBL,2826,2854,Mcanulty
"=""35037237910000""",Mcanulty,1,"Pinnacle Operating Company Llc",OK,Creek,2016-02-01,Water,0,BBL,2826,2854,Mcanulty
"=""35037237910000""",Mcanulty,1,"Pinnacle Operating Company Llc",OK,Creek,2016-01-01,Water,0,BBL,2826,2854,Mcanulty
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-09-01,Water,0,BBL,2872,2900,Amroy
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-04-01,Water,0,BBL,2872,2900,Amroy
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-01-01,Water,0,BBL,2872,2900,Amroy
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-12-01,Water,1800,BBL,2539,3000,Hawk
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-07-01,Water,1800,BBL,2539,3000,Hawk
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-06-01,Water,1800,BBL,2539,3000,Hawk
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-07-01,Water,0,BBL,2690,2696,Rowell
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-03-01,Water,0,BBL,2690,2696,Rowell
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-12-01,Water,6200,BBL,2730,2736,Harvill
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-10-01,Water,6200,BBL,2730,2736,Harvill
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-08-01,Water,6200,BBL,2730,2736,Harvill
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-07-01,Water,6200,BBL,2730,2736,Harvill
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-06-01,Water,6100,BBL,2730,2736,Harvill
"=""35037251400000""",Harvill,4,"Wentworth Operating Company",OK,Creek,2016-02-01,Water,6100,BBL,2730,2736,Harvill
"=""35037251630000""",O'rourke,1,"Edge Oil Company Inc",OK,Creek,2016-07-01,Water,150,BBL,2415,2440,O'rourke
"=""35037251630000""",O'rourke,1,"Edge Oil Company Inc",OK,Creek,2016-05-01,Water,150,BBL,2415,2440,O'rourke
"=""35037251630000""",O'rourke,1,"Edge Oil Company Inc",OK,Creek,2016-02-01,Water,150,BBL,2415,2440,O'rourke
"=""35037251630000""",O'rourke,1,"Edge Oil Company Inc",OK,Creek,2016-01-01,Water,150,BBL,2415,2440,O'rourke
"=""35037224140000""","Amy Simpson",29,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,32811,BBL,2659,3665,"Amy Simpson"
"=""35037224320000""","Artusse ""a""",W-1,"Petco Petroleum Corp",OK,Creek,2016-09-01,Water,9000,BBL,1550,1635,"Artusse ""a"""
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-10-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-04-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037222700000""",Woodrow,4,"International Energy Company Llc",OK,Creek,2016-02-01,Water,672,BBL,897,901,Woodrow
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,9300,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,9000,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037224570000""",Anthis,B-1,"Thomas Exploration Company",OK,Creek,2016-12-01,Water,9100,BBL,2480,2580,Anthis
"=""35037224570000""",Anthis,B-1,"Thomas Exploration Company",OK,Creek,2016-10-01,Water,9250,BBL,2480,2580,Anthis
"=""35037224570000""",Anthis,B-1,"Thomas Exploration Company",OK,Creek,2016-08-01,Water,9250,BBL,2480,2580,Anthis
"=""35037224570000""",Anthis,B-1,"Thomas Exploration Company",OK,Creek,2016-01-01,Water,9100,BBL,2480,2580,Anthis
"=""35037223170000""",Tuttle,1,"Dexxon Inc",OK,Creek,2016-05-01,Water,0,BBL,2170,2180,Tuttle
"=""35037223390000""",Pinehill,A-4,"J & J Jackson Oil & Gas Inc",OK,Creek,2016-08-01,Water,558,BBL,2350,2502,Pinehill
"=""35037223390000""",Pinehill,A-4,"J & J Jackson Oil & Gas Inc",OK,Creek,2016-04-01,Water,540,BBL,2350,2502,Pinehill
"=""35037223390000""",Pinehill,A-4,"J & J Jackson Oil & Gas Inc",OK,Creek,2016-03-01,Water,548,BBL,2350,2502,Pinehill
"=""35037223390000""",Pinehill,A-4,"J & J Jackson Oil & Gas Inc",OK,Creek,2016-01-01,Water,558,BBL,2350,2502,Pinehill
"=""35037223480000""",Okemah,1,"Edge Oil Company Inc",OK,Creek,2016-12-01,Water,750,BBL,2740,2750,Okemah
"=""35037223480000""",Okemah,1,"Edge Oil Company Inc",OK,Creek,2016-09-01,Water,750,BBL,2740,2750,Okemah
"=""35037223480000""",Okemah,1,"Edge Oil Company Inc",OK,Creek,2016-02-01,Water,750,BBL,2740,2750,Okemah
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2016-11-01,Water,55650,BBL,1555,1649,Bruner
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2016-05-01,Water,41150,BBL,1555,1649,Bruner
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2016-04-01,Water,37100,BBL,1555,1649,Bruner
"=""35037221550000""",Bruner,W-2,"Petco Petroleum Corp",OK,Creek,2016-03-01,Water,67120,BBL,1555,1649,Bruner
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2016-12-01,Water,11074,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221560000""","Mosquito Creek Dutcher Sand Ut",W-61,"Berexco Llc",OK,Creek,2016-03-01,Water,0,BBL,3106,3127,"Mosquito Creek Dutcher Sand Ut"
"=""35037221630000""",Bruner,W-4,"Petco Petroleum Corp",OK,Creek,2016-11-01,Water,27750,BBL,1579,0,Bruner
"=""35037221630000""",Bruner,W-4,"Petco Petroleum Corp",OK,Creek,2016-05-01,Water,21790,BBL,1579,0,Bruner
"=""35037219200000""",Bruce,4a,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2016-06-01,Water,18000,BBL,2450,2550,Bruce
"=""35037219200000""",Bruce,4a,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2016-04-01,Water,18000,BBL,2450,2550,Bruce
"=""35037219400000""","R.s. Litchfield",79,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2375,2384,"R.s. Litchfield"
"=""35037219400000""","R.s. Litchfield",79,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2375,2384,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037214240000""",Lucinda,2-a,"Danny's Oilfield Services Inc",OK,Creek,2016-10-01,Water,940,BBL,2933,3097,Lucinda
"=""35037214240000""",Lucinda,2-a,"Danny's Oilfield Services Inc",OK,Creek,2016-08-01,Water,1475,BBL,2933,3097,Lucinda
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,13702,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-11-01,Water,4500,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,25575,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,1240,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,35763,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037215800000""",Mcdsu,W-62,"Berexco Llc",OK,Creek,2016-12-01,Water,10843,BBL,3124,3134,Mcdsu
"=""35037215800000""",Mcdsu,W-62,"Berexco Llc",OK,Creek,2016-10-01,Water,11606,BBL,3124,3134,Mcdsu
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-11-01,Water,27103,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-10-01,Water,22565,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-05-01,Water,29629,BBL,2668,0,"Sam Keys Tr 1"
"=""35037213040000""","Scott Dutcher Sand Unit",Wi-2,"Lakeshore Operating Llc",OK,Creek,2016-11-01,Water,13242,BBL,2522,2528,"Scott Dutcher Sand Unit"
"=""35037213050000""","Scott Dutcher Sand Unit",Wi-3,"Lakeshore Operating Llc",OK,Creek,2016-10-01,Water,480,BBL,2520,2530,"Scott Dutcher Sand Unit"
"=""35037213050000""","Scott Dutcher Sand Unit",Wi-3,"Lakeshore Operating Llc",OK,Creek,2016-07-01,Water,0,BBL,2520,2530,"Scott Dutcher Sand Unit"
"=""35037213060000""","Scott Dutcher Sand Unit",Wi-4,"Lakeshore Operating Llc",OK,Creek,2016-04-01,Water,3505,BBL,2512,2530,"Scott Dutcher Sand Unit"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-12-01,Water,18372,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-09-01,Water,8123,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-06-01,Water,0,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-04-01,Water,4516,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-01-01,Water,3675,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037213080000""","Scott Dutcher Sand Unit Tr 6",Wi-6,"Lakeshore Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2422,2440,"Scott Dutcher Sand Unit Tr 6"
"=""35037212800000""",Inez,1,"3 Bc Co Inc",OK,Creek,2016-11-01,Water,1500,BBL,2580,2650,Inez
"=""35037212800000""",Inez,1,"3 Bc Co Inc",OK,Creek,2016-10-01,Water,1550,BBL,2580,2650,Inez
"=""35037212800000""",Inez,1,"3 Bc Co Inc",OK,Creek,2016-09-01,Water,1500,BBL,2580,2650,Inez
"=""35037212800000""",Inez,1,"3 Bc Co Inc",OK,Creek,2016-01-01,Water,1550,BBL,2580,2650,Inez
"=""35037214790000""",Thomas,2a,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,9920,BBL,2642,2672,Thomas
"=""35037215070000""","Emma Barker",3a,"Holloway David A",OK,Creek,2016-05-01,Water,0,BBL,2512,2516,"Emma Barker"
"=""35037215070000""","Emma Barker",3a,"Holloway David A",OK,Creek,2016-01-01,Water,0,BBL,2512,2516,"Emma Barker"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-01-01,Water,4419,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2384,2408,S.r.u.
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2279,2655,S.r.u.
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-07-01,Water,0,BBL,2279,2655,S.r.u.
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-06-01,Water,0,BBL,2384,2408,S.r.u.
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2279,2655,S.r.u.
"=""35037214640000""",S.r.u.,W-23,"Linn Operating Llc",OK,Creek,2016-02-01,Water,298,BBL,2279,2655,S.r.u.
"=""35037210330000""","Fisher, G.w.  Swd",27,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,71700,BBL,2566,3450,"Fisher, G.w.  Swd"
"=""35037202210000""","Sam Keys 1 & 2",W-12,"Nbi Services Inc",OK,Creek,2016-06-01,Water,0,BBL,2851,2923,"Sam Keys 1 & 2"
"=""35037202250000""","Shamrock Royalty Unit Tr 7",W-10,"Linn Operating Llc",OK,Creek,2016-11-01,Water,27963,BBL,2354,2864,"Shamrock Royalty Unit Tr 7"
"=""35037202340000""","Sam Keys & Keys 1 & 2",W-13,"Nbi Services Inc",OK,Creek,2016-04-01,Water,43262,BBL,2796,2842,"Sam Keys & Keys 1 & 2"
"=""35037202370000""","Nancy Yarhola",25,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,2511,BBL,2512,2606,"Nancy Yarhola"
"=""35037202370000""","Nancy Yarhola",25,"Mid-con Energy Operating Llc",OK,Creek,2016-10-01,Water,1705,BBL,2512,2606,"Nancy Yarhola"
"=""35037202370000""","Nancy Yarhola",25,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,2790,BBL,2512,2606,"Nancy Yarhola"
"=""35037202380000""","Shamrock Royalty Unit Tr. 3",W-4,"Linn Operating Llc",OK,Creek,2016-12-01,Water,13377,BBL,2335,2844,"Shamrock Royalty Unit Tr. 3"
"=""35037202380000""","Shamrock Royalty Unit Tr. 3",W-4,"Linn Operating Llc",OK,Creek,2016-09-01,Water,13083,BBL,2335,2844,"Shamrock Royalty Unit Tr. 3"
"=""35037202380000""","Shamrock Royalty Unit Tr. 3",W-4,"Linn Operating Llc",OK,Creek,2016-02-01,Water,7969,BBL,2335,2844,"Shamrock Royalty Unit Tr. 3"
"=""35037202380000""","Shamrock Royalty Unit Tr. 3",W-4,"Linn Operating Llc",OK,Creek,2016-01-01,Water,5206,BBL,2335,2844,"Shamrock Royalty Unit Tr. 3"
"=""35037204810000""","Stewart Fee",W-43,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,25575,BBL,2628,2734,"Stewart Fee"
"=""35037204810000""","Stewart Fee",W-43,"Mid-con Energy Operating Llc",OK,Creek,2016-05-01,Water,0,BBL,2628,2734,"Stewart Fee"
"=""35037204810000""","Stewart Fee",W-43,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,0,BBL,2628,2734,"Stewart Fee"
"=""35037204970000""","Hannah Mitchell",28,"Nbi Services Inc",OK,Creek,2016-11-01,Water,0,BBL,2780,2832,"Hannah Mitchell"
"=""35037204970000""","Hannah Mitchell",28,"Nbi Services Inc",OK,Creek,2016-04-01,Water,0,BBL,2780,2832,"Hannah Mitchell"
"=""35037204970000""","Hannah Mitchell",28,"Nbi Services Inc",OK,Creek,2016-02-01,Water,0,BBL,2780,2832,"Hannah Mitchell"
"=""35037205060000""","Stroud Prue Sand Unit Tract 9",2,"Rover Operating Llc",OK,Creek,2016-04-01,Water,0,BBL,2825,2871,"Stroud Prue Sand Unit Tract 9"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-10-01,Water,4689,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-08-01,Water,7183,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-07-01,Water,7420,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-02-01,Water,7676,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205070000""","Stroud Prue Sand Unit",10-3,"Rover Operating Llc",OK,Creek,2016-01-01,Water,7214,BBL,2810,2858,"Stroud Prue Sand Unit"
"=""35037205080000""","Stroud Prue Sand Unit",20-2,"Rover Operating Llc",OK,Creek,2016-09-01,Water,0,BBL,2869,2903,"Stroud Prue Sand Unit"
"=""35037205080000""","Stroud Prue Sand Unit",20-2,"Rover Operating Llc",OK,Creek,2016-05-01,Water,0,BBL,2869,2903,"Stroud Prue Sand Unit"
"=""35037205080000""","Stroud Prue Sand Unit",20-2,"Rover Operating Llc",OK,Creek,2016-04-01,Water,0,BBL,2869,2903,"Stroud Prue Sand Unit"
"=""35037205080000""","Stroud Prue Sand Unit",20-2,"Rover Operating Llc",OK,Creek,2016-01-01,Water,0,BBL,2869,2903,"Stroud Prue Sand Unit"
"=""35037203170000""","S. Keys Tr 2",W-6,"Nbi Services Inc",OK,Creek,2016-03-01,Water,19383,BBL,2375,2413,"S. Keys Tr 2"
"=""35037203170000""","S. Keys Tr 2",W-6,"Nbi Services Inc",OK,Creek,2016-02-01,Water,21611,BBL,2375,2413,"S. Keys Tr 2"
"=""35037203170000""","S. Keys Tr 2",W-6,"Nbi Services Inc",OK,Creek,2016-01-01,Water,23642,BBL,2375,2413,"S. Keys Tr 2"
"=""35037203360000""","Shamrock Royalty Unit Tr 6",6-w7,"Linn Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2369,2851,"Shamrock Royalty Unit Tr 6"
"=""35037203470000""","Nancy Yarhola",28,"Mid-con Energy Operating Llc",OK,Creek,2016-11-01,Water,1731,BBL,2650,2702,"Nancy Yarhola"
"=""35037203470000""","Nancy Yarhola",28,"Mid-con Energy Operating Llc",OK,Creek,2016-10-01,Water,1457,BBL,2650,2702,"Nancy Yarhola"
"=""35037204410000""","Stewart Fee",W-45,"Mid-con Energy Operating Llc",OK,Creek,2016-11-01,Water,48600,BBL,2735,2850,"Stewart Fee"
"=""35037204410000""","Stewart Fee",W-45,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,53320,BBL,2735,2850,"Stewart Fee"
"=""35037204410000""","Stewart Fee",W-45,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,61200,BBL,2735,2850,"Stewart Fee"
"=""35037204410000""","Stewart Fee",W-45,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,60760,BBL,2735,2850,"Stewart Fee"
"=""35037204440000""","Lesta Keys",49,"Nbi Services Inc",OK,Creek,2016-10-01,Water,4424,BBL,2390,2424,"Lesta Keys"
"=""35037204440000""","Lesta Keys",49,"Nbi Services Inc",OK,Creek,2016-04-01,Water,6346,BBL,2390,2424,"Lesta Keys"
"=""35037203740000""",Yarhola,W-5,"Reddy Oil & Gas Corporation",OK,Creek,2016-12-01,Water,589,BBL,2234,2273,Yarhola
"=""35037203740000""",Yarhola,W-5,"Reddy Oil & Gas Corporation",OK,Creek,2016-07-01,Water,589,BBL,2234,2273,Yarhola
"=""35037203740000""",Yarhola,W-5,"Reddy Oil & Gas Corporation",OK,Creek,2016-04-01,Water,570,BBL,2234,2273,Yarhola
"=""35037203920000""","Kochel-bartlesville Tr 4",4-8,"Mid-con Energy Operating Llc",OK,Creek,2016-04-01,Water,25260,BBL,2379,2419,"Kochel-bartlesville Tr 4"
"=""35037203970000""","S. Keys Tr 2",W-8,"Nbi Services Inc",OK,Creek,2016-10-01,Water,1237,BBL,2510,2539,"S. Keys Tr 2"
"=""35037203970000""","S. Keys Tr 2",W-8,"Nbi Services Inc",OK,Creek,2016-09-01,Water,1794,BBL,2510,2539,"S. Keys Tr 2"
"=""35037203970000""","S. Keys Tr 2",W-8,"Nbi Services Inc",OK,Creek,2016-06-01,Water,2336,BBL,2510,2539,"S. Keys Tr 2"
"=""35037203970000""","S. Keys Tr 2",W-8,"Nbi Services Inc",OK,Creek,2016-04-01,Water,4296,BBL,2510,2539,"S. Keys Tr 2"
"=""35037202980000""","Stroud Prue Sand Unit Tract 7",7,"Rover Operating Llc",OK,Creek,2016-08-01,Water,9537,BBL,2892,2920,"Stroud Prue Sand Unit Tract 7"
"=""35037202980000""","Stroud Prue Sand Unit Tract 7",7,"Rover Operating Llc",OK,Creek,2016-03-01,Water,13182,BBL,2892,2920,"Stroud Prue Sand Unit Tract 7"
"=""35037203070000""",Anderson,1,"Krumme Oil Company Llp",OK,Creek,2016-03-01,Water,11780,BBL,2757,2770,Anderson
"=""35037203070000""",Anderson,1,"Krumme Oil Company Llp",OK,Creek,2016-01-01,Water,11780,BBL,2757,2770,Anderson
"=""35037203160000""","S. Keys Tr 2",W-5,"Nbi Services Inc",OK,Creek,2016-07-01,Water,29139,BBL,2448,2498,"S. Keys Tr 2"
"=""35037205150000""","Scott-oglesby Tr #2",2-36,"Nbi Services Inc",OK,Creek,2016-12-01,Water,8004,BBL,1530,1547,"Scott-oglesby Tr #2"
"=""35037205150000""","Scott-oglesby Tr #2",2-36,"Nbi Services Inc",OK,Creek,2016-10-01,Water,8474,BBL,1530,1547,"Scott-oglesby Tr #2"
"=""35037205150000""","Scott-oglesby Tr #2",2-36,"Nbi Services Inc",OK,Creek,2016-01-01,Water,4560,BBL,1530,1547,"Scott-oglesby Tr #2"
"=""35037205580000""","R.s. Litchfield",55,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,0,BBL,2796,2822,"R.s. Litchfield"
"=""35037205580000""","R.s. Litchfield",55,"Mid-con Energy Operating Llc",OK,Creek,2016-01-01,Water,0,BBL,2796,2822,"R.s. Litchfield"
"=""35037204040000""",Yarhola,W-4,"Reddy Oil & Gas Corporation",OK,Creek,2016-12-01,Water,589,BBL,2525,2587,Yarhola
"=""35037204040000""",Yarhola,W-4,"Reddy Oil & Gas Corporation",OK,Creek,2016-10-01,Water,589,BBL,2525,2587,Yarhola
"=""35037204040000""",Yarhola,W-4,"Reddy Oil & Gas Corporation",OK,Creek,2016-06-01,Water,570,BBL,2525,2587,Yarhola
"=""35037204040000""",Yarhola,W-4,"Reddy Oil & Gas Corporation",OK,Creek,2016-02-01,Water,532,BBL,2525,2587,Yarhola
