"API NUMBER","WELL NAME","WELL NUMBER",OPERATOR,STATE,COUNTY,"INJECTION DATE","INJECTED FLUID","INJECTED VOLUME","INJECTED VOLUME UNITS","TOP OF INJECTION INTERVAL, FEET","BOTTOM OF INJECTION INTERVAL, FEET","INJECTION UNIT NAME"
"=""35037291010000""",Powell,"C31 Swd","Berexco Llc",OK,Creek,2016-05-01,Water,247807,BBL,2919,3600,Powell
"=""35037291010000""",Powell,"C31 Swd","Berexco Llc",OK,Creek,2016-02-01,Water,220980,BBL,2919,3600,Powell
"=""35037291020000""","Ben Vance",35,"Berexco Llc",OK,Creek,2016-01-01,Water,115878,BBL,2711,2786,"Ben Vance"
"=""35037291230000""",Jemina,6,"Berexco Llc",OK,Creek,2016-08-01,Water,88945,BBL,3144,3362,Jemina
"=""35037291330000""","Lena Yahola",W-1,"Glimp Oil Company Llc",OK,Creek,2016-07-01,Water,15718,BBL,4528,5200,"Lena Yahola"
"=""35037291440000""","Wheeler Swd",1-20,"Eagle Road Oil Llc",OK,Creek,2016-05-01,Water,74364,BBL,3850,5150,"Wheeler Swd"
"=""35037290070000""","Stroud Prue Sand Unit Tr 46",3-r,"Rover Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2821,2890,"Stroud Prue Sand Unit Tr 46"
"=""35037290070000""","Stroud Prue Sand Unit Tr 46",3-r,"Rover Operating Llc",OK,Creek,2016-06-01,Water,5904,BBL,2821,2890,"Stroud Prue Sand Unit Tr 46"
"=""35037290070000""","Stroud Prue Sand Unit Tr 46",3-r,"Rover Operating Llc",OK,Creek,2016-05-01,Water,3199,BBL,2821,2890,"Stroud Prue Sand Unit Tr 46"
"=""35037290250000""","Stroud Prue Sand Unit Tr 12",13,"Rover Operating Llc",OK,Creek,2016-05-01,Water,10265,BBL,2840,2960,"Stroud Prue Sand Unit Tr 12"
"=""35037290250000""","Stroud Prue Sand Unit Tr 12",13,"Rover Operating Llc",OK,Creek,2016-04-01,Water,9721,BBL,2840,2960,"Stroud Prue Sand Unit Tr 12"
"=""35037290780000""",Jack,1,"Leg Up Operating Company Llc",OK,Creek,2016-06-01,Water,400,BBL,3236,3280,Jack
"=""35037290780000""",Jack,1,"Leg Up Operating Company Llc",OK,Creek,2016-05-01,Water,650,BBL,3236,3280,Jack
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-12-01,Water,58069,BBL,2540,2600,"Luther Manuel"
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-08-01,Water,21604,BBL,2400,2455,"Luther Manuel"
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-05-01,Water,23389,BBL,2350,2370,"Luther Manuel"
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-04-01,Water,46519,BBL,2400,2455,"Luther Manuel"
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-02-01,Water,37033,BBL,2540,2600,"Luther Manuel"
"=""35037290540000""","Luther Manuel",53w,"Petco Petroleum Corp",OK,Creek,2016-01-01,Water,33048,BBL,2350,2370,"Luther Manuel"
"=""35037705900000""","Jennetta Richards",10,"Union Oil Co Of California",OK,Creek,2016-11-01,Water,189880,BBL,0,0,"Jennetta Richards"
"=""35037705900000""","Jennetta Richards",10,"Union Oil Co Of California",OK,Creek,2016-10-01,Water,99870,BBL,0,0,"Jennetta Richards"
"=""35037705900000""","Jennetta Richards",10,"Union Oil Co Of California",OK,Creek,2016-09-01,Water,217600,BBL,0,0,"Jennetta Richards"
"=""35037705900000""","Jennetta Richards",10,"Union Oil Co Of California",OK,Creek,2016-08-01,Water,105080,BBL,0,0,"Jennetta Richards"
"=""35037229490000""","Lancaster Westside",1,"Shallow Energy Inc",OK,Creek,2016-09-01,Water,0,BBL,2720,2740,"Lancaster Westside"
"=""35037229490000""","Lancaster Westside",1,"Shallow Energy Inc",OK,Creek,2016-05-01,Water,0,BBL,2720,2740,"Lancaster Westside"
"=""35037226970000""",Porter,1-36,"Kemmerer Company Inc",OK,Creek,2016-11-01,Water,1650,BBL,2778,3020,Porter
"=""35037226970000""",Porter,1-36,"Kemmerer Company Inc",OK,Creek,2016-06-01,Water,1650,BBL,2778,3020,Porter
"=""35037226970000""",Porter,1-36,"Kemmerer Company Inc",OK,Creek,2016-05-01,Water,1705,BBL,2778,3020,Porter
"=""35037226970000""",Porter,1-36,"Kemmerer Company Inc",OK,Creek,2016-04-01,Water,1650,BBL,2778,3020,Porter
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-12-01,Water,465,BBL,2630,2635,"Dailey  Tract #2"
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-11-01,Water,465,BBL,2630,2635,"Dailey  Tract #2"
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-09-01,Water,465,BBL,2630,2635,"Dailey  Tract #2"
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-03-01,Water,0,BBL,2630,2635,"Dailey  Tract #2"
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-02-01,Water,0,BBL,2630,2635,"Dailey  Tract #2"
"=""35037227400000""","Dailey  Tract #2",15,"Striper Wells Llc",OK,Creek,2016-01-01,Water,0,BBL,2630,2635,"Dailey  Tract #2"
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,9300,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-04-01,Water,0,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037226110000""","Kochel Bartlesville Su",5-17,"Mid-con Energy Operating Llc",OK,Creek,2016-02-01,Water,0,BBL,2462,2562,"Kochel Bartlesville Su"
"=""35037229160000""",Groom,1,"Gaskins Glendell L Production Llc",OK,Creek,2016-08-01,Water,0,BBL,3328,3694,Groom
"=""35037229160000""",Groom,1,"Gaskins Glendell L Production Llc",OK,Creek,2016-06-01,Water,0,BBL,3328,3694,Groom
"=""35037229160000""",Groom,1,"Gaskins Glendell L Production Llc",OK,Creek,2016-05-01,Water,0,BBL,3328,3694,Groom
"=""35037229160000""",Groom,1,"Gaskins Glendell L Production Llc",OK,Creek,2016-01-01,Water,0,BBL,3328,3694,Groom
"=""35037229430000""",Shrum-nardone,1,"Earl Oil Inc",OK,Creek,2016-02-01,Water,0,BBL,2386,2500,Shrum-nardone
"=""35037229430000""",Shrum-nardone,1,"Earl Oil Inc",OK,Creek,2016-01-01,Water,0,BBL,2386,2500,Shrum-nardone
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-12-01,Water,15150,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-09-01,Water,27883,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-08-01,Water,30844,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-07-01,Water,30772,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212430000""","Sam Keys Tr 1",W-21,"Nbi Services Inc",OK,Creek,2016-02-01,Water,31008,BBL,2668,0,"Sam Keys Tr 1"
"=""35037212800000""",Inez,1,"3 Bc Co Inc",OK,Creek,2016-12-01,Water,1550,BBL,2580,2650,Inez
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2016-12-01,Water,57327,BBL,2497,3207,"E. Wilson"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2016-11-01,Water,53635,BBL,2497,3207,"E. Wilson"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2016-09-01,Water,55947,BBL,2497,3207,"E. Wilson"
"=""35037220310000""","E. Wilson",1,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2497,3207,"E. Wilson"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-05-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219800000""","Cogee West",36,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2556,2568,"Cogee West"
"=""35037219200000""",Bruce,4a,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2016-10-01,Water,18600,BBL,2450,2550,Bruce
"=""35037219200000""",Bruce,4a,"Cartledge & Cartledge Oil Company Inc",OK,Creek,2016-02-01,Water,16800,BBL,2450,2550,Bruce
"=""35037219400000""","R.s. Litchfield",79,"Mid-con Energy Operating Llc",OK,Creek,2016-07-01,Water,0,BBL,2375,2384,"R.s. Litchfield"
"=""35037219400000""","R.s. Litchfield",79,"Mid-con Energy Operating Llc",OK,Creek,2016-02-01,Water,0,BBL,2375,2384,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2016-04-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2016-03-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037219440000""","R.s. Litchfield",83,"Mid-con Energy Operating Llc",OK,Creek,2016-02-01,Water,0,BBL,2654,2674,"R.s. Litchfield"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-06-01,Water,26250,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037220870000""","Kochel-bartlesville Su",5-16,"Mid-con Energy Operating Llc",OK,Creek,2016-02-01,Water,1015,BBL,2416,2516,"Kochel-bartlesville Su"
"=""35037213040000""","Scott Dutcher Sand Unit",Wi-2,"Lakeshore Operating Llc",OK,Creek,2016-07-01,Water,5710,BBL,2522,2528,"Scott Dutcher Sand Unit"
"=""35037213050000""","Scott Dutcher Sand Unit",Wi-3,"Lakeshore Operating Llc",OK,Creek,2016-05-01,Water,838,BBL,2520,2530,"Scott Dutcher Sand Unit"
"=""35037213050000""","Scott Dutcher Sand Unit",Wi-3,"Lakeshore Operating Llc",OK,Creek,2016-02-01,Water,2269,BBL,2520,2530,"Scott Dutcher Sand Unit"
"=""35037213060000""","Scott Dutcher Sand Unit",Wi-4,"Lakeshore Operating Llc",OK,Creek,2016-10-01,Water,1500,BBL,2512,2530,"Scott Dutcher Sand Unit"
"=""35037213060000""","Scott Dutcher Sand Unit",Wi-4,"Lakeshore Operating Llc",OK,Creek,2016-02-01,Water,1126,BBL,2512,2530,"Scott Dutcher Sand Unit"
"=""35037213070000""","Scott Dutcher Sand Unit Tr 2",Wi-5,"Lakeshore Operating Llc",OK,Creek,2016-07-01,Water,11999,BBL,2506,2514,"Scott Dutcher Sand Unit Tr 2"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-10-01,Water,0,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-09-01,Water,0,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-08-01,Water,0,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-05-01,Water,0,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037214630000""","Sru (vmcu 16-3)",3w-22,"Linn Operating Llc",OK,Creek,2016-02-01,Water,1078,BBL,2302,2686,"Sru (vmcu 16-3)"
"=""35037251630000""",O'rourke,1,"Edge Oil Company Inc",OK,Creek,2016-06-01,Water,150,BBL,2415,2440,O'rourke
"=""35037236250000""","Kdsu (tiger #3)",W-2,"Cornelius Oil Inc",OK,Creek,2016-12-01,Water,401,BBL,2685,2699,"Kdsu (tiger #3)"
"=""35037236250000""","Kdsu (tiger #3)",W-2,"Cornelius Oil Inc",OK,Creek,2016-07-01,Water,0,BBL,2685,2699,"Kdsu (tiger #3)"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-09-01,Water,208659,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-05-01,Water,209705,BBL,2590,3050,"Vance, Ben"
"=""35037236380000""","Vance, Ben",33,"Berexco Llc",OK,Creek,2016-02-01,Water,166837,BBL,2590,3050,"Vance, Ben"
"=""35037235870000""",Lindsey,6,"Wildhorse Operating Company",OK,Creek,2016-12-01,Water,0,BBL,3771,3831,Lindsey
"=""35037235870000""",Lindsey,6,"Wildhorse Operating Company",OK,Creek,2016-08-01,Water,0,BBL,3771,3831,Lindsey
"=""35037235870000""",Lindsey,6,"Wildhorse Operating Company",OK,Creek,2016-03-01,Water,0,BBL,3771,3831,Lindsey
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-10-01,Water,272187,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-09-01,Water,251311,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-08-01,Water,259709,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-07-01,Water,245962,BBL,2550,3000,"Way, Vida M."
"=""35037235960000""","Way, Vida M.",27,"Berexco Llc",OK,Creek,2016-06-01,Water,245075,BBL,2550,3000,"Way, Vida M."
"=""35037236010000""",Corbin,1a,"Holloway David A",OK,Creek,2016-06-01,Water,0,BBL,1892,1932,Corbin
"=""35037234910000""","Kdsu (kdsu #9 Cornelius #1)",W-4,"Cornelius Oil Inc",OK,Creek,2016-06-01,Water,0,BBL,2666,2684,"Kdsu (kdsu #9 Cornelius #1)"
"=""35037234980000""",Willis,1,"Spess Oil Company Inc",OK,Creek,2016-10-01,Water,3214,BBL,2646,2664,Willis
"=""35037234980000""",Willis,1,"Spess Oil Company Inc",OK,Creek,2016-05-01,Water,2274,BBL,2646,2664,Willis
"=""35037234980000""",Willis,1,"Spess Oil Company Inc",OK,Creek,2016-03-01,Water,1510,BBL,2646,2664,Willis
"=""35037234980000""",Willis,1,"Spess Oil Company Inc",OK,Creek,2016-02-01,Water,1431,BBL,2646,2664,Willis
"=""35037235090000""",Fife,1,"Spess Oil Company Inc",OK,Creek,2016-11-01,Water,0,BBL,2584,2592,Fife
"=""35037235090000""",Fife,1,"Spess Oil Company Inc",OK,Creek,2016-06-01,Water,0,BBL,2584,2592,Fife
"=""35037235090000""",Fife,1,"Spess Oil Company Inc",OK,Creek,2016-05-01,Water,0,BBL,2584,2592,Fife
"=""35037238100000""",Hawk,1,"Earnhardt William R Company",OK,Creek,2016-11-01,Water,1800,BBL,2552,3050,Hawk
"=""35037238100000""",Hawk,1,"Earnhardt William R Company",OK,Creek,2016-01-01,Water,1800,BBL,2552,3050,Hawk
"=""35037237910000""",Mcanulty,1,"Pinnacle Operating Company Llc",OK,Creek,2016-07-01,Water,0,BBL,2826,2854,Mcanulty
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-11-01,Water,0,BBL,2872,2900,Amroy
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-10-01,Water,0,BBL,2872,2900,Amroy
"=""35037237930000""",Amroy,3,"Pinnacle Operating Company Llc",OK,Creek,2016-03-01,Water,0,BBL,2872,2900,Amroy
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-10-01,Water,1800,BBL,2539,3000,Hawk
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-09-01,Water,1800,BBL,2539,3000,Hawk
"=""35037236750000""",Hawk,2,"Earnhardt William R Company",OK,Creek,2016-04-01,Water,1800,BBL,2539,3000,Hawk
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-11-01,Water,0,BBL,2690,2696,Rowell
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-09-01,Water,0,BBL,2690,2696,Rowell
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-08-01,Water,0,BBL,2690,2696,Rowell
"=""35037237480000""",Rowell,1,"Edge Oil Company Inc",OK,Creek,2016-02-01,Water,0,BBL,2690,2696,Rowell
"=""35037241100000""","Stroud Prue Sd Ut",13-9,"Rover Operating Llc",OK,Creek,2016-12-01,Water,0,BBL,2850,2923,"Stroud Prue Sd Ut"
"=""35037241100000""","Stroud Prue Sd Ut",13-9,"Rover Operating Llc",OK,Creek,2016-11-01,Water,0,BBL,2850,2923,"Stroud Prue Sd Ut"
"=""35037241100000""","Stroud Prue Sd Ut",13-9,"Rover Operating Llc",OK,Creek,2016-10-01,Water,7513,BBL,2850,2923,"Stroud Prue Sd Ut"
"=""35037241100000""","Stroud Prue Sd Ut",13-9,"Rover Operating Llc",OK,Creek,2016-09-01,Water,12276,BBL,2850,2923,"Stroud Prue Sd Ut"
"=""35037241170000""","Stroud Prue Sand Unit",13-10,"Rover Operating Llc",OK,Creek,2016-09-01,Water,534280,BBL,2662,2796,"Stroud Prue Sand Unit"
"=""35037241170000""","Stroud Prue Sand Unit",13-10,"Rover Operating Llc",OK,Creek,2016-07-01,Water,292220,BBL,2662,2796,"Stroud Prue Sand Unit"
"=""35037241170000""","Stroud Prue Sand Unit",13-10,"Rover Operating Llc",OK,Creek,2016-03-01,Water,264600,BBL,2662,2796,"Stroud Prue Sand Unit"
"=""35037241170000""","Stroud Prue Sand Unit",13-10,"Rover Operating Llc",OK,Creek,2016-01-01,Water,248200,BBL,2662,2796,"Stroud Prue Sand Unit"
"=""35037241600000""","Uncle George",1,"Lunar Investments Inc",OK,Creek,2016-12-01,Water,0,BBL,2120,2134,"Uncle George"
"=""35037241600000""","Uncle George",1,"Lunar Investments Inc",OK,Creek,2016-10-01,Water,0,BBL,2120,2134,"Uncle George"
"=""35037242840000""",Captain,2,"Circle 9 Resources Llc",OK,Creek,2016-06-01,Water,3083,BBL,2506,2520,Captain
"=""35037242840000""",Captain,2,"Circle 9 Resources Llc",OK,Creek,2016-02-01,Water,3083,BBL,2506,2520,Captain
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2016-11-01,Water,0,BBL,2031,2651,"Browns Creek"
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2016-07-01,Water,4500,BBL,2031,2651,"Browns Creek"
"=""35037243700000""","Browns Creek",4,"Dunlap Drilling & Prod Inc",OK,Creek,2016-05-01,Water,2250,BBL,2031,2651,"Browns Creek"
"=""35037281650000""","Polecat Creek R.f.(babie Crow)",3413w,"Holloway David A",OK,Creek,2016-06-01,Water,0,BBL,2000,2030,"Polecat Creek R.f.(babie Crow)"
"=""35037281650000""","Polecat Creek R.f.(babie Crow)",3413w,"Holloway David A",OK,Creek,2016-02-01,Water,0,BBL,2000,2030,"Polecat Creek R.f.(babie Crow)"
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2016-12-01,Water,0,BBL,2670,2720,Ellison
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2016-11-01,Water,0,BBL,2670,2720,Ellison
"=""35037281810000""",Ellison,1,"Edge Oil Company Inc",OK,Creek,2016-07-01,Water,0,BBL,2670,2720,Ellison
"=""35037281820000""",Bennett,1,"Edge Oil Company Inc",OK,Creek,2016-09-01,Water,0,BBL,2670,2705,Bennett
"=""35037280280000""","L. Jackson",W-1,"Petco Petroleum Corp",OK,Creek,2016-07-01,Water,11990,BBL,1500,1650,"L. Jackson"
"=""35037280280000""","L. Jackson",W-1,"Petco Petroleum Corp",OK,Creek,2016-01-01,Water,25160,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2016-06-01,Water,2100,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2016-05-01,Water,2650,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2016-04-01,Water,3000,BBL,1500,1650,"L. Jackson"
"=""35037280310000""","L. Jackson",W-2,"Petco Petroleum Corp",OK,Creek,2016-02-01,Water,0,BBL,1500,1650,"L. Jackson"
"=""35037280100000""",Hemenway,2,"Holloway David A",OK,Creek,2016-11-01,Water,0,BBL,1876,1892,Hemenway
"=""35037280100000""",Hemenway,2,"Holloway David A",OK,Creek,2016-09-01,Water,0,BBL,1876,1892,Hemenway
"=""35037280200000""",Paullus,6-a,"Trojan Resources Llc",OK,Creek,2016-11-01,Water,41900,BBL,2161,2190,Paullus
"=""35037280200000""",Paullus,6-a,"Trojan Resources Llc",OK,Creek,2016-06-01,Water,39500,BBL,2161,2190,Paullus
"=""35037280610000""",Francis,1,"Keener Oil & Gas Company",OK,Creek,2016-11-01,Water,33054,BBL,3258,3362,Francis
"=""35037280610000""",Francis,1,"Keener Oil & Gas Company",OK,Creek,2016-03-01,Water,34156,BBL,3258,3362,Francis
"=""35037281090000""","Depew Storage W.i.w.",6,"Oneok Gas Storage Llc",OK,Creek,2016-06-01,Water,18927,BBL,3298,3390,"Depew Storage W.i.w."
"=""35037281090000""","Depew Storage W.i.w.",6,"Oneok Gas Storage Llc",OK,Creek,2016-04-01,Water,11798,BBL,3298,3390,"Depew Storage W.i.w."
"=""35037281130000""","Depew Storage W.i.w.",5,"Oneok Gas Storage Llc",OK,Creek,2016-04-01,Water,10154,BBL,3314,3357,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2016-10-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281140000""","Depew Storage W.i.w.",7,"Oneok Gas Storage Llc",OK,Creek,2016-06-01,Water,0,BBL,3294,3324,"Depew Storage W.i.w."
"=""35037281500000""",Mussellem,32,"Berexco Llc",OK,Creek,2016-09-01,Water,245847,BBL,2789,3300,Mussellem
"=""35037281500000""",Mussellem,32,"Berexco Llc",OK,Creek,2016-08-01,Water,246351,BBL,2789,3300,Mussellem
"=""35037281610000""","Shelton Ponder Dutcher Sand U.",2725-w,"Holloway David A",OK,Creek,2016-07-01,Water,10850,BBL,2500,2534,"Shelton Ponder Dutcher Sand U."
"=""35037281610000""","Shelton Ponder Dutcher Sand U.",2725-w,"Holloway David A",OK,Creek,2016-02-01,Water,9800,BBL,2500,2534,"Shelton Ponder Dutcher Sand U."
"=""35037280880000""","Jackson A",1,"Eagle River Energy Corporation",OK,Creek,2016-06-01,Water,1945,BBL,2140,2153,"Jackson A"
"=""35037280880000""","Jackson A",1,"Eagle River Energy Corporation",OK,Creek,2016-02-01,Water,1900,BBL,2140,2153,"Jackson A"
"=""35037280880000""","Jackson A",1,"Eagle River Energy Corporation",OK,Creek,2016-01-01,Water,1950,BBL,2140,2153,"Jackson A"
"=""35037281090000""","Depew Storage W.i.w.",6,"Oneok Gas Storage Llc",OK,Creek,2016-09-01,Water,19936,BBL,3298,3390,"Depew Storage W.i.w."
"=""35037281090000""","Depew Storage W.i.w.",6,"Oneok Gas Storage Llc",OK,Creek,2016-07-01,Water,14692,BBL,3298,3390,"Depew Storage W.i.w."
"=""35037271970000""","Nkrfsu Bussett",4-6,"Mid-continent Energy Op Co",OK,Creek,2016-09-01,Water,65,BBL,2128,2140,"Nkrfsu Bussett"
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,2016-09-01,Water,7000,BBL,2954,2964,"Columbus Swampter"
"=""35037270590000""","Columbus Swampter",1,"Sparks Resources Inc",OK,Creek,2016-08-01,Water,7500,BBL,2954,2964,"Columbus Swampter"
"=""35037276300000""",Barnett,14,"Trojan Resources Llc",OK,Creek,2016-09-01,Water,60,BBL,1788,1808,Barnett
"=""35037276300000""",Barnett,14,"Trojan Resources Llc",OK,Creek,2016-02-01,Water,60,BBL,1788,1808,Barnett
"=""35037273130000""","Lussie Heneha",5-a,"Xanadu Exploration Company",OK,Creek,2016-12-01,Water,15,BBL,2320,2340,"Lussie Heneha"
"=""35037273130000""","Lussie Heneha",5-a,"Xanadu Exploration Company",OK,Creek,2016-11-01,Water,15,BBL,2320,2340,"Lussie Heneha"
"=""35037273130000""","Lussie Heneha",5-a,"Xanadu Exploration Company",OK,Creek,2016-06-01,Water,0,BBL,2320,2340,"Lussie Heneha"
"=""35037273130000""","Lussie Heneha",5-a,"Xanadu Exploration Company",OK,Creek,2016-04-01,Water,0,BBL,2320,2340,"Lussie Heneha"
"=""35037273390000""",Richardson,1,"Proven Reserves Management Inc",OK,Creek,2016-11-01,Water,0,BBL,4057,4117,Richardson
"=""35037273390000""",Richardson,1,"Proven Reserves Management Inc",OK,Creek,2016-10-01,Water,0,BBL,4057,4117,Richardson
"=""35037273390000""",Richardson,1,"Proven Reserves Management Inc",OK,Creek,2016-07-01,Water,0,BBL,4057,4117,Richardson
"=""35037273390000""",Richardson,1,"Proven Reserves Management Inc",OK,Creek,2016-03-01,Water,0,BBL,4057,4117,Richardson
"=""35037273390000""",Richardson,1,"Proven Reserves Management Inc",OK,Creek,2016-02-01,Water,0,BBL,4057,4117,Richardson
"=""35037274370000""",Felton,11,"Shipman James E",OK,Creek,2016-09-01,Water,225,BBL,2430,2447,Felton
"=""35037275460000""",Allen,4,"Denham Operating Company",OK,Creek,2016-10-01,Water,3000,BBL,2076,2082,Allen
"=""35037275520000""","Nkrfsu Watashe",1-1,"Mid-continent Energy Op Co",OK,Creek,2016-11-01,Water,145,BBL,2185,2197,"Nkrfsu Watashe"
"=""35037275520000""","Nkrfsu Watashe",1-1,"Mid-continent Energy Op Co",OK,Creek,2016-06-01,Water,391,BBL,2185,2197,"Nkrfsu Watashe"
"=""35037274020000""","Bristow City Dump",2,"Hinson Bobbie L",OK,Creek,2016-07-01,Water,80,BBL,3097,3102,"Bristow City Dump"
"=""35037274020000""","Bristow City Dump",2,"Hinson Bobbie L",OK,Creek,2016-04-01,Water,80,BBL,3097,3102,"Bristow City Dump"
"=""35037274020000""","Bristow City Dump",2,"Hinson Bobbie L",OK,Creek,2016-02-01,Water,80,BBL,3097,3102,"Bristow City Dump"
"=""35037274180000""",Tomahawk,4,"Pawnee Oil & Gas Inc",OK,Creek,2016-11-01,Water,240,BBL,2602,2608,Tomahawk
"=""35037274180000""",Tomahawk,4,"Pawnee Oil & Gas Inc",OK,Creek,2016-09-01,Water,300,BBL,2602,2608,Tomahawk
"=""35037274180000""",Tomahawk,4,"Pawnee Oil & Gas Inc",OK,Creek,2016-02-01,Water,504,BBL,2602,2608,Tomahawk
"=""35037275540000""",Keywest,1a,"E O K Operating Llc",OK,Creek,2016-09-01,Water,63000,BBL,4090,4110,Keywest
